id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
2622,210.0,64.0,59.0,0.15,20.0,5.3,30.0,690.0,32.0,400.0,270.0
2623,190.0,3.0,16.0,0.4,1.0,0.2,110.0,450.0,9.0,280.0,11.6
2624,71.0,10.0,4.2,0.13,3.0,1.3,10.0,170.0,7.9,130.0,54.5
2625,109.0,21.0,62.0,0.2,12.0,11.8,51.0,490.0,6.0,297.0,109.0
2626,150.0,41.0,8.7,0.94,12.0,2.67,21.0,380.0,17.0,230.0,150.0
2627,120.0,41.0,17.0,0.12,7.1,2.567,25.0,360.0,30.0,240.0,140.0
2628,200.0,120.0,59.0,0.5,23.0,11.0,38.0,880.0,88.0,580.0,400.0
2629,120.0,140.0,380.0,0.3,41.0,8.5,100.0,1600.0,79.0,1400.0,510.0
2630,160.0,26.0,13.0,0.1,14.0,1.8,24.0,280.0,7.9,250.0,110.0
2631,120.0,31.0,5.8,0.4,11.0,3.4,18.0,330.0,28.0,220.0,120.0
2632,200.0,9.9,12.0,0.21,40.0,1.2,22.0,420.0,16.0,260.0,190.0
2633,22.0,12.0,250.0,0.18,4.9,0.7,260.0,3100.0,13.0,780.0,86.0
2634,240.0,74.0,43.0,0.13,24.0,3.4,35.0,690.0,31.0,440.0,280.0
2635,220.0,50.0,50.0,0.1,37.0,1.4,23.0,640.0,40.0,360.0,297.0
2636,110.0,49.0,7.6,0.11,8.3,3.791,19.0,360.0,15.0,180.0,160.0
2637,110.0,30.0,11.0,0.14,4.5,1.51,19.0,260.0,19.0,200.0,88.0
2638,250.0,88.0,44.0,0.61,23.0,8.8,76.0,950.0,130.0,420.0,340.0
2639,67.0,19.0,2.9,0.12,1.8,0.695,11.0,150.0,3.5,94.0,54.0
2640,150.0,71.2,38.5,0.24,13.2,2.35,56.0,674.0,117.0,440.0,236.0
2641,118.0,11.0,5.14,0.54,2.8,0.664,31.0,231.0,6.3,106.0,40.0
2642,98.0,48.0,54.0,8.8,6.0,0.1,132.0,873.0,304.0,540.0,145.0
2643,160.0,41.0,2.5,0.8,14.0,0.27,9.7,380.0,26.0,190.0,170.0
2644,62.0,66.0,69.0,0.28,12.0,1.1,57.0,540.0,13.0,720.0,120.0
2645,175.0,120.0,33.0,0.16,62.0,5.8,55.0,1000.0,330.0,680.0,500.0
2646,130.0,78.0,43.0,0.77,18.0,0.6,24.0,720.0,120.0,450.0,260.0
2647,180.0,56.0,23.0,0.69,11.0,7.0,44.0,560.0,40.0,360.0,180.0
2648,200.0,38.0,10.0,0.54,27.0,1.5,17.0,520.0,38.0,300.0,260.0
2649,165.0,42.0,93.0,0.38,13.0,0.9,69.0,610.0,11.0,332.0,158.0
2650,130.0,42.0,14.4,0.1,7.4,6.39,33.2,450.0,23.1,286.0,120.0
2651,140.0,67.0,130.0,0.57,20.0,3.8,73.0,810.0,58.0,530.0,240.0
2652,75.0,28.0,14.0,0.19,3.6,0.79,19.0,259.0,17.0,170.0,92.0
2653,180.0,42.0,8.3,0.1,21.0,15.0,26.0,470.0,13.0,320.0,180.0
2654,92.0,32.0,13.0,0.11,2.5,0.33,20.0,260.0,25.0,170.0,86.0
2655,299.0,84.0,150.0,0.34,50.3,7.41,103.0,1370.0,168.0,917.0,500.0
2656,98.0,55.0,31.0,0.48,6.2,0.86,39.0,560.0,92.0,320.0,180.0
2657,110.0,20.0,130.0,0.7,2.8,2.0,150.0,750.0,88.0,460.0,80.0
2658,97.0,45.0,65.0,0.3,9.6,2.6,35.0,480.0,36.0,280.0,160.0
2659,200.0,50.0,14.0,0.4,16.0,2.0,18.0,440.0,12.0,250.0,210.0
2660,200.0,69.0,48.0,0.1,22.0,7.5,37.0,700.0,33.0,380.0,262.0
2661,80.0,94.0,37.0,0.1,6.0,5.9,32.0,350.0,44.0,500.0,215.0
2662,44.0,4.7,4.7,0.13,2.5,0.16,11.0,140.0,1.7,170.0,22.0
2663,120.0,21.0,33.0,0.15,17.0,1.93,18.8,430.0,11.0,300.0,170.0
2664,130.0,34.0,30.0,0.21,2.8,3.2,46.0,340.0,25.0,340.0,99.0
2665,170.0,76.4,79.0,0.27,14.9,2.8,63.0,790.0,120.0,440.0,250.0
2666,43.0,87.0,980.0,0.21,82.0,10.0,390.0,3200.0,65.0,1500.0,730.0
2667,220.0,69.0,48.0,0.2,34.0,0.7,121.0,1080.0,294.0,780.0,312.0
2668,200.0,62.0,39.0,0.19,27.0,3.5,23.0,580.0,48.0,480.0,267.0
2669,210.0,84.0,9.8,0.61,16.0,3.4,18.0,560.0,46.0,360.0,270.0
2670,110.0,66.0,40.0,0.24,12.0,2.0,14.0,480.0,51.0,300.0,200.0
2671,180.0,46.0,45.0,0.16,35.0,0.54,18.0,580.0,36.0,340.0,260.0
2672,180.0,32.0,30.0,0.11,28.0,3.6,18.0,520.0,23.0,290.0,170.0
2673,300.0,78.0,54.0,0.18,60.0,2.7,33.0,920.0,75.0,560.0,436.0
2674,210.0,94.0,47.0,0.33,27.0,1.5,34.0,650.0,150.0,440.0,280.0
2675,170.0,29.0,21.0,0.11,28.0,0.56,38.0,510.0,40.0,300.0,220.0
2676,170.0,42.0,69.0,0.21,26.0,4.1,45.0,645.0,31.0,400.0,220.0
2677,78.0,13.0,4.3,0.45,8.8,0.63,17.0,230.0,12.0,150.0,58.0
2678,160.0,39.0,15.0,0.11,11.0,2.1,19.0,425.0,15.0,280.0,180.0
2679,89.0,25.0,27.0,0.13,6.5,0.38,39.0,370.0,53.0,260.0,90.0
2680,233.0,350.0,700.0,0.5,89.0,9.5,148.0,2920.0,200.0,2100.0,1230.0
2681,240.0,35.0,50.0,0.2,17.0,0.9,110.0,750.0,69.6,452.0,150.0
2682,160.0,44.0,18.0,0.22,15.0,3.6,26.0,470.0,14.0,290.0,170.0
2683,240.0,290.0,270.0,0.29,52.0,4.5,90.0,2020.0,450.0,1500.0,970.0
2684,88.0,27.0,14.0,0.1,4.6,4.18,22.0,240.0,7.2,280.0,89.0
2685,280.0,61.0,96.0,0.11,50.0,3.3,54.0,840.0,21.0,490.0,310.0
2686,88.0,67.0,81.0,0.37,38.0,0.7,86.0,840.0,61.0,520.0,310.0
2687,200.0,66.0,34.0,0.15,19.0,2.0,50.0,660.0,45.0,360.0,283.0
2688,150.0,36.0,26.0,0.63,7.4,1.3,48.0,430.0,28.0,280.0,120.0
2689,140.0,56.0,20.0,0.2,10.0,0.1,25.0,459.0,65.0,290.0,181.0
2690,120.0,48.0,21.0,0.17,8.6,3.2,22.0,410.0,33.0,250.0,150.0
2691,200.0,120.0,730.0,0.1,200.0,5.7,45.0,2600.0,12.0,1600.0,1100.0
2692,83.0,6.8,7.4,0.5,1.1,2.2,48.0,260.0,19.0,140.0,6.3
2693,240.0,47.0,13.0,0.16,20.0,5.0,25.0,590.0,18.0,320.0,210.0
2694,303.0,56.0,26.0,0.22,24.0,0.2,150.0,699.0,260.0,689.0,204.0
2695,231.0,92.0,12.0,0.1,10.0,0.1,12.0,526.0,28.0,329.0,271.0
2696,210.0,69.0,58.6,0.22,12.0,5.9,34.0,590.0,17.0,400.0,220.0
2697,250.0,120.0,44.0,0.16,24.0,9.7,60.0,780.0,87.0,500.0,410.0
2698,150.0,99.0,53.0,0.4,43.0,8.1,130.0,1100.0,150.0,760.0,230.0
2699,120.0,28.0,21.0,0.78,1.8,0.8,53.0,380.0,42.0,220.0,77.0
2700,310.0,85.0,168.0,0.1,90.0,7.4,55.0,1400.0,158.0,870.0,611.0
2701,260.0,63.0,22.0,0.6,31.0,4.18,28.0,676.0,33.0,380.0,285.0
2702,75.0,15.0,16.0,0.13,10.0,1.2,16.0,250.0,10.0,190.0,81.0
2703,86.0,17.0,6.5,0.081,4.5,1.8,23.0,240.0,12.0,180.0,59.0
2704,66.0,25.0,24.0,0.22,3.2,0.52,17.0,220.0,16.0,170.0,85.0
2705,241.0,65.5,85.0,0.25,25.0,0.5,78.0,892.0,81.2,470.0,290.0
2706,182.0,95.6,88.4,0.47,17.8,3.52,78.0,968.0,142.0,584.0,312.0
2707,110.0,25.0,4.4,0.11,5.8,3.03,18.0,260.0,11.0,180.0,110.0
2708,201.0,121.0,124.0,0.16,28.2,8.4,58.0,1060.0,157.0,638.0,418.0
2709,190.0,82.0,68.0,0.21,18.0,2.4,77.0,997.0,110.0,710.0,250.0
2710,240.0,64.0,25.0,0.46,11.0,0.84,55.0,606.0,48.0,280.0,210.0
2711,240.0,93.0,98.0,0.34,17.0,1.3,150.0,1200.0,250.0,770.0,310.0
2712,154.0,36.0,48.0,0.2,24.0,2.0,35.0,520.0,10.0,306.0,191.0
2713,102.0,25.0,17.2,0.11,6.5,4.16,24.8,326.0,13.3,340.0,85.0
2714,84.0,14.0,34.0,0.2,10.0,1.2,30.0,280.0,3.1,205.0,73.6
2715,160.0,53.0,5.5,0.5,18.0,1.5,16.0,430.0,41.0,220.0,210.0
2716,182.0,91.0,74.9,0.18,32.1,4.36,88.0,1000.0,261.0,710.0,360.0
2717,120.0,24.0,8.0,0.14,7.0,0.1,23.0,278.0,6.0,160.0,88.7
2718,35.0,53.0,89.0,0.1,0.93,0.7001,55.0,844.0,100.0,390.0,240.0
2719,260.0,141.0,37.0,0.5,35.0,0.38,56.0,1040.0,247.0,700.0,420.0
2720,180.0,90.0,94.0,0.32,30.0,9.3,35.0,910.0,160.0,590.0,350.0
2721,37.0,23.0,24.0,0.1,0.18,0.007,36.0,320.0,38.0,220.0,35.0
2722,86.0,49.0,26.0,0.53,21.0,0.69,86.0,560.0,180.0,370.0,330.0
2723,110.0,21.0,28.0,0.17,15.0,4.4,16.0,360.0,8.0,250.0,200.0
2724,260.0,35.0,57.0,0.2,28.0,0.6,84.0,778.0,77.0,460.0,237.0
2725,420.0,54.0,72.0,0.34,77.0,12.0,99.0,1200.0,58.0,670.0,450.0
2726,140.0,42.0,14.0,0.11,17.0,4.11,24.0,410.0,16.0,300.0,170.0
2727,120.0,31.0,54.0,0.21,9.6,2.0,31.0,450.0,20.0,290.0,160.0
2728,54.0,9.6,4.3,0.15,3.8,1.3,10.0,130.0,4.4,170.0,31.0
2729,190.0,48.0,11.0,0.28,17.0,0.7,13.0,390.0,6.7,240.0,204.0
2730,190.0,44.0,50.0,0.24,22.0,1.0,35.0,550.0,31.0,350.0,160.0
2731,190.0,95.0,57.0,0.34,26.0,1.6,44.0,840.0,130.0,570.0,340.0
2732,120.0,39.0,13.0,0.7,7.0,0.8,22.0,348.0,26.0,260.0,111.0
2733,187.0,41.4,23.0,0.11,22.6,0.1,28.2,476.0,13.3,248.0,187.0
2734,360.0,72.0,79.0,0.12,45.0,5.9,73.0,950.0,40.0,560.0,340.0
2735,210.0,19.0,15.0,0.13,18.0,1.1,72.0,520.0,27.0,310.0,120.0
2736,150.0,20.0,21.0,0.14,9.8,5.9,47.0,430.0,15.0,260.0,90.0
2737,110.0,30.0,13.0,0.6,6.7,0.52,42.0,440.0,85.0,270.0,110.0
2738,160.0,36.0,41.0,0.13,21.0,2.0,28.0,490.0,20.0,310.0,180.0
2739,100.0,24.0,13.0,0.1,9.8,1.8,14.0,240.0,5.3,180.0,92.0
2740,320.0,126.0,90.0,0.4,52.0,3.4,59.0,1140.0,137.0,690.0,488.0
2741,160.0,62.0,45.0,0.33,16.0,0.89,52.0,710.0,110.0,440.0,250.0
2742,31.0,77.0,173.0,0.8,12.0,0.4,59.0,780.0,77.0,634.0,242.0
2743,248.0,136.0,67.0,0.5,37.0,1.5,46.0,942.0,226.0,691.0,460.0
2744,130.0,46.0,18.0,0.95,6.1,5.1,33.0,440.0,35.0,300.0,150.0
2745,214.0,51.0,35.0,0.4,14.0,4.8,50.0,574.0,8.0,351.0,192.0
2746,130.0,87.0,25.0,0.15,7.5,13.0,27.0,710.0,68.0,370.0,170.0
2747,220.0,64.0,35.0,0.13,17.0,2.0,41.0,720.0,44.0,340.0,260.0
2748,88.7,37.0,91.9,0.1,8.9,4.07,40.1,480.0,17.0,297.0,140.0
2749,190.0,179.0,25.0,0.5,69.0,2.1,115.0,1640.0,556.0,1270.0,664.0
2750,180.0,83.0,95.0,0.24,19.0,3.2,59.0,766.0,73.0,500.0,250.0
2751,191.0,22.0,67.7,0.12,7.0,5.47,64.0,533.0,25.5,400.0,120.0
2752,81.0,19.0,12.0,0.13,3.8,1.8,19.0,250.0,10.0,130.0,60.0
2753,110.0,20.0,5.0,0.16,12.0,0.81,8.5,230.0,15.0,160.0,104.0
2754,329.0,141.0,111.0,0.34,59.3,6.3,86.5,1350.0,239.0,933.0,572.0
2755,120.0,13.12,8.1,0.12,4.869,0.099,40.0,329.0,2.2,190.0,46.42
2756,150.0,57.0,120.0,0.1,28.0,5.4,32.0,631.0,62.0,510.0,260.0
2757,190.0,84.0,42.3,0.4,18.0,2.7,47.0,720.0,89.3,420.0,260.0
2758,150.0,49.0,55.0,0.38,17.0,16.3,130.0,970.0,220.0,650.0,190.0
2759,180.0,96.0,78.0,0.24,36.0,7.7,38.0,920.0,140.0,640.0,409.0
2760,61.0,35.0,58.0,0.15,1.7,0.054,62.0,280.0,84.0,280.0,130.0
2761,190.0,103.0,30.0,0.2,28.0,2.5,38.0,841.0,138.0,580.0,351.0
2762,96.0,17.0,11.0,0.15,4.2,2.7,45.0,280.0,12.0,230.0,61.0
2763,140.0,36.0,8.9,0.1,4.0,1.8,27.0,306.0,8.0,200.0,90.0
2764,350.0,65.0,36.0,0.3,63.0,1.5,33.0,850.0,83.0,460.0,420.0
2765,81.0,10.0,6.4,0.19,7.1,0.79,19.0,210.0,4.2,210.0,54.0
2766,170.0,89.0,36.0,0.33,12.1,1.0,28.0,620.0,80.0,400.0,256.0
2767,87.0,76.0,160.0,0.34,27.0,12.0,74.0,1000.0,68.0,770.0,280.0
2768,300.0,130.0,120.0,0.26,38.0,5.0,120.0,1200.0,130.0,410.0,460.0
2769,130.0,70.0,200.0,0.35,19.0,8.8,130.0,1100.0,140.0,720.0,250.0
2770,200.0,180.0,190.0,0.16,32.0,19.0,55.0,1300.0,150.0,880.0,550.0
2771,310.0,68.0,49.0,0.16,54.0,5.2,32.0,820.0,73.0,560.0,376.0
2772,43.0,6.6,3.0,0.1,4.4,0.41,6.6,110.0,0.85,110.0,41.0
2773,270.0,28.0,24.0,0.31,35.0,2.7,126.0,531.0,212.0,664.0,123.0
2774,300.0,120.0,77.0,0.3,45.0,4.95,46.0,1090.0,140.0,650.0,485.0
2775,170.0,68.0,37.0,0.29,9.5,6.2,34.0,520.0,40.0,310.0,220.0
2776,180.0,42.0,23.0,1.4,9.3,6.0,60.0,530.0,41.0,340.0,140.0
2777,200.0,32.0,37.0,0.21,24.0,0.7,51.0,630.0,51.0,283.0,180.0
2778,180.0,66.0,43.0,0.3,23.0,0.43,57.0,781.0,153.0,500.0,259.0
2779,180.0,63.0,5.3,0.33,9.1,2.0,10.0,420.0,30.0,230.0,190.0
2780,104.0,33.0,22.0,0.18,8.3,7.4,21.0,320.0,11.0,220.0,120.0
2781,170.0,35.0,7.8,0.11,20.0,6.1,25.0,470.0,26.0,280.0,170.0
2782,144.0,51.0,2.3,0.33,11.0,0.9,12.0,251.0,7.9,166.0,165.0
2783,110.0,20.0,27.0,0.19,14.0,0.58,23.0,310.0,7.5,240.0,110.0
2784,120.0,11.0,29.0,0.85,4.1,0.47,64.0,360.0,45.0,200.0,78.0
2785,301.0,46.1,35.2,0.23,50.8,3.782,26.8,739.0,21.7,420.0,302.0
2786,230.0,64.0,35.0,0.11,16.0,5.6,24.0,470.0,23.0,310.0,290.0
2787,390.0,100.0,60.0,0.36,27.8,9.6,42.0,910.0,100.0,590.0,370.0
2788,260.0,56.0,18.0,0.15,16.0,0.31,35.0,450.0,25.0,330.0,210.0
2789,182.0,83.5,45.4,0.2,11.0,1.12,12.0,588.0,4.65,240.0,256.0
2790,730.0,70.0,192.0,0.2,154.0,2.0,135.0,1980.0,151.0,1260.0,810.0
2791,160.0,70.0,62.0,0.32,15.0,2.7,53.0,980.0,110.0,460.0,240.0
2792,230.0,88.0,29.0,0.33,46.0,0.52,49.0,930.0,270.0,520.0,410.0
2793,244.0,84.1,29.0,0.236,21.3,7.18,29.3,490.0,79.6,549.0,270.0
2794,150.0,53.0,11.0,0.85,12.0,5.5,25.0,380.0,33.0,320.0,170.0
2795,160.0,64.0,29.0,0.33,9.8,0.56,39.0,600.0,74.0,350.0,200.0
2796,170.0,150.0,49.0,0.5,46.0,6.75,95.0,1440.0,490.0,1050.0,572.0
2797,160.0,83.0,43.0,0.15,27.0,33.0,47.0,780.0,59.0,580.0,320.0
2798,260.0,140.0,109.0,0.332,40.9,1.72,139.0,1520.0,404.0,1050.0,518.0
2799,240.0,17.0,84.0,0.4,15.0,1.5,147.0,742.0,50.8,450.0,104.0
2800,220.0,28.0,19.0,0.31,38.0,3.2,23.0,530.0,27.0,300.0,230.0
2801,200.0,18.0,89.0,0.11,9.9,0.57,38.0,870.0,130.0,640.0,130.0
2802,220.0,110.0,15.0,0.35,38.0,0.1,72.0,982.0,233.0,720.0,420.0
2803,150.0,97.0,94.0,0.18,29.0,14.0,49.0,900.0,130.0,620.0,370.0
2804,96.0,23.0,6.3,0.069,4.1,0.17,26.0,247.0,15.0,160.0,74.0
2805,170.0,56.0,2.9,0.26,9.0,0.5,10.0,390.0,25.0,200.0,150.0
2806,130.0,60.0,44.0,0.6,14.0,2.7,13.0,470.0,18.0,230.0,210.0
2807,120.0,40.9,45.0,0.43,7.35,2.3,42.0,480.0,42.0,270.0,132.0
2808,110.0,33.0,2.6,0.25,3.6,2.6,18.0,200.0,20.0,170.0,98.0
2809,56.0,28.0,17.0,0.12,1.0,5.6809,25.0,250.0,18.0,170.0,54.0
2810,180.0,57.0,130.0,0.1,42.0,4.1,42.0,880.0,67.0,600.0,271.0
2811,96.0,29.0,10.0,0.12,2.3,1.7,25.0,260.0,17.0,190.0,79.0
2812,60.0,13.0,47.0,0.17,13.0,7.4,35.0,340.0,11.0,256.0,81.9
2813,120.0,32.0,12.0,0.2,7.6,0.65,24.0,320.0,30.0,200.0,110.0
2814,240.0,62.0,95.2,0.22,29.0,1.122,88.0,874.0,78.7,510.0,280.0
2815,240.0,46.0,15.0,0.16,9.9,0.6,65.0,550.0,44.0,330.0,160.0
2816,286.0,64.0,27.6,0.157,14.0,1.57,13.0,745.0,19.0,295.0,260.0
2817,210.0,23.0,12.0,0.13,25.0,4.7,25.0,470.0,13.0,330.0,210.0
2818,200.0,105.0,23.0,0.1,12.0,0.1,40.0,862.0,160.0,480.0,346.0
2819,360.0,109.2,38.1,0.1,42.0,3.9,26.6,814.0,20.5,480.0,317.0
2820,300.0,49.0,91.0,0.13,23.0,1.4,110.0,860.0,13.0,550.0,245.0
2821,140.0,25.0,18.0,0.12,15.0,2.7,21.0,330.0,7.7,240.0,140.0
2822,180.0,49.0,17.0,0.11,31.0,4.7,14.0,480.0,30.0,310.0,240.0
2823,60.0,11.0,5.0,0.2,6.0,0.2,12.0,169.0,6.1,150.0,52.1
2824,220.0,91.0,64.0,0.48,28.0,9.0,39.0,870.0,95.0,500.0,340.0
2825,130.0,58.0,37.0,0.3,13.0,1.2,33.0,460.0,31.0,400.0,120.0
2826,100.0,22.0,12.0,0.7,7.8,2.3,29.0,290.0,3.8,160.0,82.0
2827,210.0,16.0,28.0,4.2,6.2,0.00768,85.0,510.0,15.0,320.0,62.0
2828,120.0,19.0,18.0,0.14,21.0,4.0,15.0,350.0,8.4,260.0,110.0
2829,112.0,22.0,43.0,0.1,15.9,1.0,22.6,381.0,5.2,287.0,131.0
2830,190.0,52.0,32.0,0.1,16.0,5.6,43.0,640.0,35.0,350.0,170.0
2831,160.0,20.0,4.4,0.3,7.3,0.17,49.0,730.0,200.0,540.0,80.0
2832,190.0,45.0,25.0,0.6,19.0,0.49,74.0,710.0,130.0,480.0,190.0
2833,230.0,82.0,38.0,0.1,11.0,0.27,32.0,627.0,24.0,380.0,296.0
2834,160.0,36.0,22.0,0.17,17.0,5.3,29.0,460.0,21.0,270.0,160.0
2835,110.0,27.0,8.7,0.59,4.0,0.77,30.0,290.0,22.0,190.0,91.0
2836,197.0,69.1,14.3,0.307,14.4,2.06,24.2,536.0,65.6,339.0,232.0
2837,109.0,21.4,3.0,0.1,11.7,2.2,10.9,240.0,6.8,150.0,102.0
2838,140.0,86.0,95.0,0.16,41.0,10.0,52.0,1000.0,250.0,780.0,380.0
2839,71.0,13.0,5.5,0.15,4.7,4.3,20.0,210.0,7.5,180.0,52.0
2840,170.0,64.0,31.0,0.69,17.5,2.9,33.0,740.0,81.9,278.0,229.0
2841,240.0,57.0,42.0,0.15,36.0,5.6,41.0,780.0,54.0,460.0,300.0
2842,430.0,52.0,22.0,0.14,64.0,1.8,28.0,860.0,30.0,540.0,480.0
2843,252.0,11.0,3.0,0.14,59.0,0.5,2.3,440.0,2.7,296.0,260.0
2844,270.0,110.0,57.0,0.23,48.0,0.81,63.0,1100.0,260.0,670.0,480.0
2845,185.0,67.5,28.8,0.279,17.2,5.74,21.7,548.0,54.1,357.0,213.0
2846,76.0,25.0,28.0,0.21,7.5,3.4,29.0,340.0,6.7,230.0,93.0
2847,91.0,26.0,7.8,0.097,8.6,8.4,26.0,322.0,16.0,200.0,98.0
2848,110.0,23.0,18.0,0.14,8.3,1.5,33.0,310.0,6.0,220.0,94.0
2849,270.0,128.0,52.0,0.2,47.0,0.99,35.0,1100.0,225.0,780.0,513.0
2850,130.0,26.0,13.0,0.14,14.0,4.3,16.0,310.0,14.0,240.0,140.0
2851,100.0,22.0,15.0,0.19,9.5,1.76,19.4,270.0,13.0,220.0,78.0
2852,174.0,66.7,40.8,0.376,18.7,0.77,65.1,774.0,164.0,481.0,280.0
2853,180.0,78.0,69.0,0.34,19.0,3.8,57.0,760.0,100.0,480.0,280.0
2854,94.0,18.0,13.0,0.12,6.0,2.1,31.0,570.0,32.0,180.0,69.0
2855,180.0,53.0,7.3,0.89,11.0,1.3,23.0,400.0,17.0,250.0,160.0
2856,300.0,94.0,36.0,0.79,38.0,2.5,50.0,940.0,100.0,610.0,390.0
2857,240.0,70.0,123.0,0.2,58.0,6.9,99.0,1450.0,168.0,870.0,411.0
2858,153.0,35.0,19.0,0.17,6.0,4.7,45.0,490.0,25.0,290.0,133.0
2859,164.0,82.0,50.0,0.16,25.0,0.5,35.0,762.0,150.0,531.0,315.0
2860,188.0,48.0,44.0,0.4,16.0,1.0,66.0,602.0,89.0,368.0,187.0
2861,200.0,110.0,32.0,0.27,22.0,17.0,17.0,780.0,88.0,510.0,370.0
2862,82.0,16.0,5.9,0.2,2.1,1.0,35.0,220.0,6.1,120.0,28.0
2863,140.0,83.0,150.0,0.29,40.0,1.4,94.0,1200.0,240.0,780.0,410.0
2864,96.0,15.0,24.0,0.18,10.0,0.59,26.0,270.0,6.1,200.0,80.0
2865,130.0,54.0,8.2,0.44,10.0,8.8,17.0,430.0,31.0,290.0,180.0
2866,227.0,94.8,111.0,0.59,21.1,2.0,96.8,1030.0,148.0,668.0,329.0
2867,210.0,29.0,140.0,0.24,16.0,5.3,320.0,1600.0,340.0,1000.0,140.0
2868,95.0,15.0,3.1,0.14,8.6,0.22,14.0,200.0,2.0,190.0,77.0
2869,92.0,9.4,65.0,0.22,24.0,4.2,42.0,410.0,17.0,350.0,140.0
2870,120.0,21.0,4.0,0.1,7.0,0.8,22.0,282.0,3.0,190.0,81.2
2871,140.0,59.0,9.4,0.37,10.0,8.8,12.0,450.0,27.0,260.0,190.0
2872,130.0,47.0,42.0,0.21,9.3,1.7,37.0,453.0,32.0,300.0,150.0
2873,260.0,70.0,25.0,0.11,43.0,6.8,30.0,680.0,45.0,440.0,320.0
2874,140.0,58.0,394.0,0.06,28.0,0.02,26.0,550.0,70.0,846.0,250.0
2875,72.0,19.0,4.0,0.31,5.8,0.72,12.0,190.0,9.6,99.0,67.0
2876,150.0,26.0,41.0,0.13,19.0,4.2,41.0,460.0,7.1,270.0,140.0
2877,45.0,10.0,3.4,0.2,1.5,0.81,11.0,110.0,1.3,94.0,26.0
2878,310.0,24.0,66.0,0.8,33.0,0.75,116.0,1030.0,115.0,480.0,193.0
2879,97.0,36.0,42.0,0.69,5.7,3.6,52.0,510.0,62.0,310.0,110.0
2880,230.0,47.0,29.0,0.54,17.0,8.5,42.0,680.0,43.0,410.0,230.0
2881,110.0,35.0,45.0,0.38,8.6,1.7,43.0,450.0,56.0,270.0,130.0
2882,91.0,21.0,18.0,0.11,6.2,1.0,23.0,280.0,4.9,190.0,81.0
2883,110.0,15.0,12.0,0.12,7.0,0.5,11.0,310.0,1.8,220.0,99.0
2884,170.0,51.0,22.0,0.2,9.2,2.5,38.0,510.0,40.0,270.0,180.0
2885,200.0,97.0,41.0,0.4,19.0,8.4,27.0,780.0,100.0,560.0,330.0
2886,71.0,20.0,16.0,0.3,3.3,0.47,13.0,220.0,13.0,140.0,63.0
2887,240.0,76.0,51.0,0.12,4.1,5.9,19.0,660.0,12.0,430.0,230.0
2888,180.0,43.0,4.7,0.81,20.0,0.7,18.0,440.0,29.0,250.0,190.0
2889,150.0,17.0,5.9,0.22,20.0,1.9,1.3,300.0,2.7,220.0,120.0
2890,290.0,120.0,7.8,0.28,20.0,0.47,6.4,730.0,96.0,430.0,360.0
2891,88.0,16.0,11.0,0.11,13.0,0.93,14.0,280.0,3.0,170.0,100.0
2892,210.0,78.0,140.0,0.59,39.0,0.5,83.0,1100.0,130.0,690.0,360.0
2893,220.0,149.0,11.0,0.17,35.2,1.4,54.0,1100.0,210.0,550.0,359.0
2894,150.0,27.0,10.0,0.17,18.0,3.0,24.0,350.0,11.0,250.0,150.0
2895,82.0,14.0,4.5,0.21,9.0,1.36,14.0,189.0,4.9,144.0,64.0
2896,180.0,79.0,26.0,0.32,16.0,4.9,28.0,720.0,110.0,460.0,290.0
2897,97.0,25.0,9.2,0.092,4.7,0.89,18.0,230.0,19.0,200.0,100.0
2898,66.0,3.1,54.0,0.3,0.057,0.41,66.0,382.0,7.4,210.0,7.8
2899,180.0,36.0,19.0,0.28,26.0,6.5,29.0,470.0,23.0,300.0,200.0
2900,110.0,31.0,13.0,0.1,8.0,5.5,22.0,355.0,13.4,260.0,110.0
2901,200.0,84.0,45.0,0.15,26.0,5.0,23.0,650.0,55.0,450.0,316.0
2902,218.0,75.0,3.4,0.13,10.0,1.8,9.5,440.0,8.9,265.0,219.0
2903,130.0,28.0,5.8,0.27,3.9,2.3,33.0,290.0,13.0,180.0,99.0
2904,120.0,49.0,300.0,0.11,21.0,1.45,130.0,1000.0,3.7,700.0,218.0
2905,160.0,90.0,15.0,0.25,24.0,21.0,17.0,680.0,70.0,440.0,320.0
2906,120.0,20.0,25.0,1.6,5.6,2.7,58.0,420.0,29.0,320.0,77.0
2907,160.0,44.0,9.0,0.1,7.4,1.0,19.0,330.0,6.0,173.0,140.0
2908,170.0,71.0,31.0,0.39,13.0,0.79,21.9,520.0,45.6,250.0,200.0
2909,150.0,39.0,17.0,0.25,9.6,0.62,48.0,444.0,40.0,310.0,150.0
2910,190.0,77.0,50.0,0.17,12.0,6.4,43.0,680.0,61.0,430.0,250.0
2911,180.0,56.0,23.0,0.44,13.0,0.49,40.0,590.0,79.0,370.0,200.0
2912,340.0,130.0,130.0,0.2,49.0,0.75,68.0,1200.0,120.0,740.0,530.0
2913,400.0,32.0,52.0,0.2,25.0,0.48,150.0,990.0,72.0,620.0,180.0
2914,240.0,130.0,110.0,0.2,39.0,3.2,159.0,1500.0,370.0,1000.0,460.0
2915,100.0,36.0,2.7,0.3,7.1,0.7,61.0,520.0,160.0,330.0,160.0
2916,233.0,29.4,8.8,0.3,18.6,0.1,57.0,565.0,24.9,420.0,171.0
